Source,Type,Item,Location,Category,Subcategory,Subcategory2,Dimension,Dimension 2,Check Blanks
LACOE,Actions,"Monitor CDC, CDPH and LA County DPH guidance for high-risk individuals",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Determine whether high risk individuals may be permitted to continue to work remotely based on job classiﬁcation, and if so, the documentation sought to support remote work arrangement (e.g., note from medical care provider)",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Provide for leaves under HR 6201,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Determine feasibility of staggered schedules and remote work assignments based on job classiﬁcation,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Provide for leaves available under HR 6201,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Review directives from state and local agencies, including applicable executive orders, CDC, CDPH and LA County DPH guidance, and articulate LEA-speciﬁc procedures",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Continue to monitor these resources for guidance and any newly identiﬁed symptoms of COVID-19. Revise procedures accordingly,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Determine which health check procedures (if any) will be implemented upon return to the site (e.g., questionnaires, temperature checks, etc.) (Refer to the Health and Safety Focus Area Considerations for additional information)",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Develop protocol for how to handle employees who test positive to COVID-19, including employee contact tracing and notiﬁcations",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Determine which social distancing guidelines will be in place upon return to sites, and how they will be clearly communicated to staﬀ (e.g., requirement to wear gloves, masks, continuing virtual meetings when employees are onsite, etc.)",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Provide sources relied upon when creating social distancing rules,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Remind supervisors that they remain obligated to participate in the interactive process and should contact Human Resources when employees submit a medical certiﬁcation with restrictions or require workplace reasonable accommodations,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Remind supervisors of accommodations in place prior to the temporary remote work arrangement to determine if the accommodations are still eﬀective to enable an employee to perform essential functions of their position, or if another IAM is required upon return to the site",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Remind supervisors of the need to be ﬂexible wherever possible as employees may be facing hardships,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Consider referrals to employee assistance programs (if available), and ensure managers are aware of workers’ compensation reporting obligations (e.g., reports of work- related stress) (Refer to the Social Emotional Focus Area Considerations for additional information regarding mental health and wellness services and support for staﬀ)",Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Determine how evaluations will be conducted given the special circumstances,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Establishing clear written expectations of job duties/classiﬁcations upon reopening,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Remind supervisors that progressive discipline remains in eﬀect,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Advise supervisors to review and follow up on pending performance improvement plan or disciplinary matters; and review time limitations to present charges (usually two classiﬁed and three certiﬁcated years),Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Ensure that any new policies and procedures in eﬀect as a result of COVID-19 have been communicated to staﬀ,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Review any pending transfers and/or reassignments requested or initiated prior to remote work arrangements and determine next steps,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Encourage employees to review non- discrimination policies,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Remind employees of their obligation to report harassment or discrimination to their Human Resources Department,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Continue to provide Mandated Reporter Training to all employees in accordance with statutory deadlines,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Remind employees that their duties as mandated reporters remain in eﬀect,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,Continue to provide anti-harassment training to managers in accordance with statutory deadlines,Ops HR,Health & Safety / Operations,,,HR / Bargaining Units,,1
LACOE,Actions,"Ensure school nutrition services employees receive information and training on the latest Health Oﬃcer Order and safety guidance (social distancing, hand hygiene, proper use of face coverings/masks and gloves, etc.). Refer to the Health and Safety Focus Area Considerations for additional information",Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Keep the same consistent nutrition services personnel at each school site to reduce the risk of exposure (if possible),Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,"Maintain adequate supplies of personal protective equipment (PPE), soap, hand sanitizer, disinfectant wipes, towels, tissues, etc. for staﬀ handling meal preparation and distribution",Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Clean and disinfect thoroughly,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Provide water bottles or encourage staﬀ and students to bring their own water to minimize use and touching of water fountains,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Install clear plastic countertop shields to provide barrier protection,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Maintain FERPA and protection of the privacy of students and employees within the Los Angeles Department of Public Health guidelines,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Follow the LAPD Food Distribution Safety Plan to improve traﬃc safety,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,"Keep emergency contact information up-to-date  and have a plan in place for communicating with key staﬀ (school site administrators, nursing/health services, maintenance and operations, human resources, school safety/security, other)",Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Promote employee wellness,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,"Update list of staﬀ available for in-person and remote work, and those who will be on-call",Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Consider assigning tasks to high-risk employees to support communication and outreach eﬀorts. (Refer to Human Resources focus area considerations document for more information relating to high-risk employees.),Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Partner with the city and parks and recreation departments to identify a list of city/county volunteers to support meal distribution. (Refer to Human Resources focus area considerations document for more information relating to working with labor partners regarding volunteers.),Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Contact local dietetic internship program directors to identify dietetic interns to assist with nutrition services tasks and projects,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Review and revise the Hazard Analysis and Critical Control Points (HACCP) plan as necessary to accommodate meal service,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Distribute information regarding Safe Food Handling Practices to the appropriate personnel,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Review the latest USDA waivers and submit requests to the CDE and obtain approval to use existing waivers (if applicable),Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,"Leverage federal, state, county, community and district resources to improve access to school meals",Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Maintain menu production records and daily meal counts to claim reimbursement,Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Apply for available COVID-19 relief funds to cover lost revenues not covered by NSLP (Please see the Budget and Financial Operations focus area considerations document for more information),Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
LACOE,Actions,Submit reimbursement claims through the CDE Child Nutrition Information and Payment System (CNIPS),Ops Nutrition Srvcs,Health & Safety / Operations,Food Services / Lunch,,,,0
